COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
academic writing,moral panics the social construction of deviance,book,moral panics social construction deviance moral conditions moral panics social problems
academic writing,discourse studies reader essential excerpts,book,discourse studies reader essential excerpts sociolinguistics discourse analysis language languages variation
academic writing,rhetorical grammar grammatical choices rhetorical effects,book,rhetorical grammar grammatical choices rhetorical effects english language grammar english language rhetoric english language rhetoric
academic writing,the grammar handbook,book,grammar handbook english language usage english language punctuation english language grammar handbooks manuals etc
academic writing,writing for scholars a practical guide to making sense being heard,book,writing scholars practical guide making sense heard academic writing english language rhetoric academic writing style manuals
academic writing,academic writing and grammar for students,book,academic writing grammar students dissertations academic authorship handbooks manuals etc academic writing handbooks manuals etc academic writing
academic writing,they say,book,say report writing handbooks manuals etc english language rhetoric handbooks manuals etc persuasion rhetoric handbooks manuals etc
academic writing,write it right the secrets of effective writing,book,write right secrets effective writing reference writing skills engelska spra ket retorik
academic writing,clueless in academe how schooling obscures the life of the mind,book,clueless academe schooling obscures life mind education higher social aspects united states learning scholarship united states united states
accommodation operations,amg accommodation management guide,journal,amg accommodation management guide hotel management australia hotels australia
accommodation operations,journal of tourism futures,journal,tourism futures tourism travel travel
accommodation operations,international journal of work organisation and emotion,journal,international work organisation emotion 380108 industrial organisational psychology 720403 management emotion
accommodation operations,aviation security international the journal of airport airline security,journal,aviation security international airport airline security aviation security
accommodation operations,research in hospitality management,journal,research hospitality management hospitality industry management hospitality industry research
accommodation operations,cauthe 2014 tourism and hospitality in the contemporary world trends changes and complexity,book,cauthe 2014 tourism hospitality contemporary world trends changes complexity
accountability and collaboration,teaching exceptional diverse and at risk students in the general education classroom,book,teaching exceptional diverse risk students general education classroom inclusive education united states learning disabled children education united states mainstreaming education united states
accountability and collaboration,the inclusive classroom strategies for effective instruction,book,inclusive classroom strategies effective instruction inclusive education united states classroom management united states mainstreaming education united states
accountability and collaboration,special education perspectives,journal,special education perspectives special education australia special education australia
accountability and collaboration,inclusive instruction evidence based practices for teaching students with disabilities,book,inclusive instruction evidence based practices teaching students disabilities learning disabled children education inclusive education psychology psychotherapy child adolescent
accounting theory and governance,accounting research prospects,article,accounting research prospects ethics research accounting
accounting theory and governance,accounting forum,journal,accounting forum accounting australia accounting accounting
accounting theory and governance,the a priori wars the modernisation of accounting thought,article,priori wars modernisation accounting thought era2010
acquisition of human resources,hr professionals beliefs about and knowledge of assessment techniques and psychometric tests,article,hr professionals beliefs knowledge assessment techniques psychometric tests checked library
acquisition of human resources,tweet your tune,article,tweet tune general interest news opinion commentary twitter online social network
acquisition of human resources,commonsense talent management using strategic human resources to improve company performance,book,commonsense talent management using strategic human resources improve company performance employee selection manpower planning personnel management
acquisition of human resources,overconfidence in personnel selection when and why unstructured interview information can hurt hiring decisions,article,overconfidence personnel selection unstructured interview information hurt hiring decisions
acquisition of human resources,faking and personality assessment in personnel selection advancing models of faking,article,faking personality assessment personnel selection advancing models faking
acquisition of human resources,web based multisource reference checking an investigation of psychometric integrity and applied benefits,article,web based multisource reference checking investigation psychometric integrity applied benefits
acquisition of human resources,vikalpa,journal,vikalpa management decision making management
acquisition of human resources,competencies at work providing a common language for talent management,book,competencies work providing common language talent management role competency motivation
acquisition of human resources,relationships of analytical practical and emotional intelligence with behavioral dimensions of performance of top managers,article,relationships analytical practical emotional intelligence behavioral dimensions performance top managers company business management management dynamics leadership
acquisition of human resources,what is or should be the difference between competency modeling and traditional job analysis,article,difference competency modeling traditional job analysis hospitality industry vocational guidance business international hospitality industry employees training
acquisition of human resources,the best and the rest revisiting the norm of normality of individual performance,article,best rest revisiting norm normality individual performance checked library
acquisition of human resources,the great eight competencies a criterion centric approach to validation,article,great eight competencies criterion centric approach validation
acquisition of human resources,developing a nomological network for interview structure antecedents and consequences of the structured selection interview,article,developing nomological network interview structure antecedents consequences structured selection interview renewable energy sources tax incentives solar technology taxation
acquisition of human resources,personnel selection adding value through people a changing picture,book,personnel selection adding value people changing picture employee selection business economics organizational behavior business economics industrial management
acquisition of human resources,a review of the content criterion related and construct related validity of assessment center exercises,article,review content criterion related construct related validity assessment center exercises
acquisition of human resources,behavioural interviewing,article,behavioural interviewing motivational interviewing randomized controlled trial research support non u gov
acquisition of human resources,recruitment strategies should not be randomly selected empirically improving recruitment success and diversity in developmental psychology research,article,recruitment strategies randomly selected empirically improving recruitment success diversity developmental psychology research case study checked library mathematics education
act one screenwriting,writing in pictures screenwriting made mostly painless,book,writing pictures screenwriting made mostly painless motion picture authorship screenwriting reference writing skills
act one screenwriting,writing the romantic comedy the art and craft of writing screenplays that sell,book,writing romantic comedy art craft writing screenplays sell love motion pictures comedy films motion picture authorship
act one screenwriting,the screenwriters bible a complete guide to writing formatting and selling your script,book,screenwriters bible complete guide writing formatting selling script television authorship motion picture authorship motion picture authorship
act one screenwriting,which lie did i tell more adventures in the screen trade,book,lie tell adventures screen trade motion picture authorship motion picture industry california los angeles goldman william 1931
act one screenwriting,screenplay,book,screenplay motion picture industry fiction fiction literary large print books
act one screenwriting,on the waterfront,book,waterfront waterfront motion picture schulberg budd waterfront waterfront
act one screenwriting,making a good script great,book,making good script great motion picture authorship motion pictures authorship drehbuch
act one screenwriting,scriptwriting updated new and conventional ways of writing for the screen,book,scriptwriting updated new conventional ways writing screen motion picture plays technique motion picture authorship scriptwriting
acting and performance,actor training,book,actor training acting study teaching drama study teaching performing arts acting auditioning
acting and performance,exercises for rebel artists radical performance pedagogy,book,exercises rebel artists radical performance pedagogy cross cultural orientation activity programs artists training performance art study teaching
acting and performance,school book 2,book,school book 2 performance art study teaching england bristol performance art study teaching illinois chicago
acting and performance,the theatre and its double antonin artaud translated by victor corti,book,theatre double antonin artaud translated victor corti theater theater drama 20th century history criticism
action learning for reflective practitioners,on reflection reflective practice for early childhood educators,book,reflection reflective practice early childhood educators early childhood education new zealand handbooks manuals etc experiential learning early childhood education new zealand
action learning for reflective practitioners,doing and writing action research,book,writing action research action research report writing report writing handbooks manuals etc
action learning for reflective practitioners,writing and doing action research,book,writing action research action research report writing academic writing
acute mental health,continuum minneap minn,journal,continuum minneap minn nervous system diseases neurology study guides neurology
acute mental health,traumatology,journal,traumatology stress psychological electronic journals psychotherapy psychic trauma treatment
acute mental health,borderline personality disorder and emotion dysregulation,journal,borderline personality disorder emotion dysregulation borderline personality disorder emotions emotions
acute mental health,thomas s szasz the man and his ideas,book,thomas szasz man ideas szasz thomas 1920 2012 psychiatry social control informal
acute mental health,shanghai archives of psychiatry,journal,shanghai archives psychiatry mental disorders mental disorders mental health
addiction and aboriginal communities,addictions and healing in aboriginal country,book,addictions healing aboriginal country aboriginal australians health hygiene aboriginal australians medical care aboriginal australians drug use
addiction and aboriginal communities,indigenous australia and alcohol policy meeting difference with indifference,book,indigenous australia alcohol policy meeting difference indifference aboriginal torres strait islander policy aborigines australian alcohol use government policy substance use social economic aspects
addiction and aboriginal communities,pimatisiwin a journal of aboriginal and indigenous community health,journal,pimatisiwin aboriginal indigenous community health native peoples health hygiene canada canada native peoples medical care canada
addiction and aboriginal communities,records guide vol 1 a guide to queensland government records pertaining to aboriginal and torres strait islander people,book,records guide vol 1 guide queensland government records pertaining aboriginal torres strait islander people federal council advancement aborigines torres strait islanders history australia race relations history open access
addiction and aboriginal communities,drug science policy and law,journal,drug science policy law drug abuse great britain drugs research drug narcotic control
addiction and aboriginal communities,why warriors lie down and die towards an understanding of why the aboriginal people of arnhem land face the greatest crisis in health and education since european contact djambatj mala,book,warriors lie die towards understanding aboriginal people arnhem land face greatest crisis health education since european contact djambatj mala yolngu australian people aboriginal australians northern territory arnhem land yolngu australian people health hygiene
addiction and aboriginal communities,whats wrong with addiction,book,whats wrong addiction alcoholism substance abuse psychological aspects compulsive behavior
addiction and aboriginal communities,drinking and alcoholism in australia a power relations theory,book,drinking alcoholism australia power relations theory australia alcoholism substance use social economic aspects
addiction and aboriginal communities,janus head,journal,janus head arts american arts american
addiction and aboriginal communities,pimatisiwin a journal of indigenous and aboriginal community health,journal,pimatisiwin indigenous aboriginal community health aboriginal australian health rural health services australia
addiction and aboriginal communities,australian journal of public health,journal,australian public health public health australia health services community health services
addiction and aboriginal communities,bina goonj bridging cultures in aboriginal health,book,bina goonj bridging cultures aboriginal health aboriginal australians health hygiene aboriginal australians social conditions aboriginal australians medical care
adolescent health and development,pubertal development and behavior hormonal activation of social and motivational tendencies,article,pubertal development behavior hormonal activation social motivational tendencies treatment sex offenders paper presented australian institute criminology conference 1997 child sexual abuse
adolescent health and development,how mental health smart are you analysis of responses to an australian broadcasting corporation news website quiz,article,mental health smart analysis responses australian broadcasting corporation news website quiz
adolescent health and development,responding to todays mental health needs of children families and schools revisiting the preservice training and preparation of school based personnel,article,responding todays mental health needs children families schools revisiting preservice training preparation school based personnel school industry partnerships curriculum planning stem
adolescent health and development,teaching students to de stress over testing some districts are taking steps to help students better cope with test anxiety and other stresses of school,article,teaching students de stress testing districts taking steps help students better cope test anxiety stresses school
adolescent health and development,human brain mapping,journal,human brain mapping brain mapping brain mapping brain mapping
adolescent health and development,the mental health of young people in australia key findings from the child and adolescent component of the national survey of mental health and well being,article,mental health young people australia key findings child adolescent component national survey mental health well health related quality life physical disorders adolescents
adolescent health and development,the effectiveness of assertiveness training on the levels of stress anxiety and depression of high school students,article,effectiveness assertiveness training levels stress anxiety depression high school students homeless youth statistics demographic aspects rosenberg self esteem scale
adolescent health and development,the role of puberty in the developing adolescent brain,article,role puberty developing adolescent brain science research brain research neurobiology research
adolescent health and development,medicine and health rhode island,journal,medicine health rhode island medicine health health
adolescent health and development,journal of exercise physiology online,journal,exercise physiology online exercise physiological aspects exercise physiological aspects exercise physiology
adolescent health and development,accuracy of teachers in identifying elementary school students who report at risk levels of anxiety and depression,article,accuracy teachers identifying elementary school students report risk levels anxiety depression
adolescent health and development,perspectives and approaches to the dynamic and developmental issues in adolescent health care,article,perspectives approaches dynamic developmental issues adolescent health care company business management management dynamics elderly day care programs
adolescent health and development,development of the adolescent brain implications for executive function and social cognition,article,development adolescent brain implications executive function social cognition motor development psychology experimental attention
adolescent health and development,self control and grit,article,self control grit
adolescent health and development,true grit trait level perseverance and passion for long term goals predicts effectiveness and retention among novice teachers,article,true grit trait level perseverance passion long term goals predicts effectiveness retention among novice teachers
adolescent health and development,exercise and mental health an exercise and sports science australia commissioned review,article,exercise mental health exercise sports science australia commissioned review
adolescent health and development,the mindfulness acceptance workbook for social anxiety shyness using acceptance and commitment therapy to free yourself from fear reclaim your life,book,mindfulness acceptance workbook social anxiety shyness using acceptance commitment therapy free fear reclaim life bashfulness acceptance commitment therapy social phobia treatment
adolescent health and development,iranian red crescent medical journal,journal,iranian red crescent medical medicine iran medicine iran
adolescent health and development,school mental health,journal,school mental health
adolescent health and development,education week,journal,education week education united states united states education
adolescent health and development,the achper australia healthy lifestyles journal,journal,achper australia healthy lifestyles recreation physical education training physical education training australia
adolescent health and development,the effect of peer bullying education on adolescents knowledge attitudes and behaviors towards bullying,article,effect peer bullying education adolescents knowledge attitudes behaviors towards bullying education bullying psychology mental health
adult learning in education and work,constituent aspects of workplace guidance in secondary vet,article,constituent aspects workplace guidance secondary vet u qn surveys skills
adult learning in education and work,guided reflection model how executive coaching can assist organizational leaders enhance their creativity innovation and wisdom,article,guided reflection model executive coaching assist organizational leaders enhance creativity innovation wisdom
adult learning in education and work,managerial coaching,article,managerial coaching executive ability executive coaching organizational change management
adult learning in education and work,european journal of training and development,journal,european training development career development employees training europe employees training
adult learning in education and work,american journal of educational research,journal,american educational research
adult learning in education and work,understanding adult learning in the midst of complex social liquid modernity,article,understanding adult learning midst complex social liquid modernity media technology education human computer interaction
adult learning in education and work,guided instruction,book,guided instruction mathematics study teaching primary learning teaching methods materials mathematics
adult learning in education and work,know thyself coaching for leadership using kolbs experiential learning theory,article,know thyself coaching leadership using kolbs experiential learning theory
adult learning in education and work,guided reflection a discussion of the essential components,article,guided reflection discussion essential components computer science evolutionary story telling materials science
advanced business analysis and design,is development practice in new zealand organisations,article,development practice new zealand organisations new zealand communication organizations industrial surveys
advanced business analysis and design,the gartner group monthly research review,journal,gartner group monthly research review computers computers office automation industries forrester research inc services
advanced business analysis and design,selection criteria for bpa tools 2h08 1h09 pages 1 8,article,selection criteria bpa tools 2h08 1h09 pages 1 8
advanced business analysis and design,journal of research and practice in information technology,journal,research practice information technology computers electronic data processing information technology
advanced coastal biogeochemistry,estuarine coastal and shelf science,journal,estuarine coastal shelf science estuarine oceanography estuarine biology seashore biology
advanced coastal biogeochemistry,acta oecologica,journal,acta oecologica ecology plant ecology plant ecology
advanced coastal biogeochemistry,fems microbiology ecology,journal,fems microbiology ecology microbial ecology microbiology microbiologie pe riodiques
advanced coastal biogeochemistry,chemical geology,journal,chemical geology geochemistry mineralogical chemistry geochemistry
advanced coastal biogeochemistry,estuaries,journal,estuaries estuarine biology estuaries estuarine biology
advanced coastal biogeochemistry,limnology and oceanography,journal,limnology oceanography oceanography limnology oceanography
advanced coastal biogeochemistry,geochimica et cosmochimica acta,journal,geochimica et cosmochimica acta geochemistry meteorites ge ochimie pe riodiques
advanced coastal biogeochemistry,seagrasses biology ecology and conservation,book,seagrasses biology ecology conservation seagrasses biome decine herbes marines
advanced counselling practice,the mental health handbook a cognitive behavioural approach,book,mental health handbook cognitive behavioural approach mentally ill rehabilitation mental health problems exercises etc cognitive therapy
advanced counselling practice,the sage handbook of counselling and psychotherapy,book,sage handbook counselling psychotherapy psychotherapy counseling psychotherapy handbooks manuals etc
advanced counselling practice,an introduction to research in counselling and psychotherapy,book,introduction research counselling psychotherapy psychotherapy research counseling research psychotherapy research methodology
advanced counselling practice,essential research findings in counselling and psychotherapy the facts are friendly,book,essential research findings counselling psychotherapy facts friendly psychotherapy counseling
advanced counselling practice,the heart soul of change delivering what works in therapy,book,heart soul change delivering works therapy psychiatry differential therapeutics strategic therapy psychotherapy
advanced counselling practice,the complete adult psychotherapy treatment planner,book,complete adult psychotherapy treatment planner psychiatric records handbooks manuals etc psychotherapy planning handbooks manuals etc psychotherapy
advanced counselling practice,clinical case formulations matching the integrative treatment plan to the client,book,clinical case formulations matching integrative treatment plan client psychotherapy study teaching psychotherapists training models psychological
advanced criminal law,beyond the sext technology facilitated sexual violence and harassment against adult women,article,beyond sext technology facilitated sexual violence harassment adult women sexual harassment laws regulations rules law sexting
advanced criminal law,dirty pictures defamation reputation and nudity,article,dirty pictures defamation reputation nudity obscenity law television broadcasting press law
advanced criminal law,the bounding of vice prostitution and planning law,article,bounding vice prostitution planning law law prostitution laws regulations rules city planning redevelopment law social aspects
advanced criminal law,legislation comment law reform decriminalization of sodomy act 1989 w a,article,legislation comment law reform decriminalization sodomy act 1989 w
advanced criminal law,less guilty by reason of adolescence developmental immaturity diminished responsibility and the juvenile death penalty,article,less guilty reason adolescence developmental immaturity diminished responsibility juvenile death penalty juvenile delinquency child behaviour research science research
advanced criminal law,using laws designed to protect as a weapon prosecuting minors under child pornography laws,article,using laws designed protect weapon prosecuting minors child pornography laws australia law child pornography laws regulations rules
advanced criminal law,image based sexual abuse,article,image based sexual abuse sex crimes australia sexual abuse victims imagery psychology
advanced criminal law,the false promise of adolescent brain science in juvenile justice,article,false promise adolescent brain science juvenile justice dispute resolution law australia domestic relations law legislation
advanced criminal law,comment murder and necessity following the siamese twins litigation,article,comment murder necessity following siamese twins litigation australian newspapers new south wales sydney australia new south wales u ne
advanced criminal law,childrens rights and traditional values,book,childrens rights traditional values children legal status laws etc congresses children legal status laws etc israel congresses children legal status laws etc
advanced criminal law,punishment and responsibility essays in the philosophy of law,book,punishment responsibility essays philosophy law punishment great britain criminal liability great britain criminal liability
advanced criminal law,criminalizing revenge porn,article,criminalizing revenge porn reform revenge pornography remedies reform criminal law criminal law
advanced criminal law,overcriminalization the limits of the criminal law,book,overcriminalization limits criminal law criminal law united states philosophy united states law criminal law general
advanced criminal law,the right not to be criminalized,book,right criminalized criminal law philosophy criminal justice administration moral ethical aspects law ethics
advanced criminal law,criminal laws materials and commentary on criminal law and process of new south wales,book,criminal laws materials commentary criminal law process new south wales criminal procedure new south wales criminal law new south wales criminal law australia new south wales
advanced criminal law,the australian new zealand journal of criminology,journal,australian new zealand criminology criminology australia criminology criminology
advanced criminal law,technology facilitated sexual violence a literature review of empirical research,article,technology facilitated sexual violence literature review empirical research online victimization online sexual harassment technology
advanced criminal law,editorial the politics of reaction,article,editorial politics reaction new south wales law legislation new south wales crimes act 1900 s61ja rape
advanced criminal law,ohio state journal of criminal law,journal,ohio state criminal law criminal law united states criminal law united states
advanced criminal law,developmental psychology washington,journal,developmental psychology washington developmental psychology child psychology child development
advanced criminal law,rebutting the presumption of doli incapax,article,rebutting presumption doli incapax presumptions law appellate procedure rp v queen [2016] hca 53 case
advanced criminal law,new directions in research on prostitution,article,new directions research prostitution police protection rape law
advanced criminal law,whose life is it anyway,article,whose life anyway whose life anyway phillip street theatre 1979 1989 sydney nsw 12 may 1987
advanced criminal law,conjoined twins separation as mutilation,article,conjoined twins separation mutilation wrongful life remedies damages law laws regulations rules law
advanced criminal law,street prostitution ten facts in search of a policy,article,street prostitution ten facts search policy police protection rape law
advanced criminal law,the implications of uncertainty in the law of criminal causation for the one punch homicide offence in western australia,article,implications uncertainty law criminal causation one punch homicide offence western australia western australia western australia criminal code w austl crim code 281 family violence laws regulations rules
advanced criminal law,the thomas kelly case why a one punch law is not the answer,article,thomas kelly case one punch law answer law law
advanced criminal law,the homosexual advance defence and the law body nexus towards a poetics of law reform,article,homosexual advance defence law body nexus towards poetics law reform homosexuality law reform sex role
advanced criminal law,when heterosexual men kill homosexual men reflections of provocation law sexual advances and the reasonable man standard,article,heterosexual men kill homosexual men reflections provocation law sexual advances reasonable man standard provocation criminal law laws regulations rules defense criminal procedure laws regulations rules law
