COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
introduction to evidence for health science practitioners,research methods in health: foundations for evidence-based practice,book,medicine service health base method practice research foundation design evidence
learning from country,canadian journal of education,journal,periodical journal canadian education canada
lifestyle medicine and professional practice,journal of the american college of cardiology,journal,periodical cardiologie american journal college riodiques cardiology pe
mediation and dispute resolution,negotiation journal,journal,periodical dispute conflict journal negotiation management law resolution
learning from country,ecological management & restoration,journal,ecological periodical ecosystem ecology restoration management
welfare law,issues facing australian families: human services respond,book,service service work human family issue australia social face australian family respond
human rights,cases and materials on international law,book,vo case lkerrecht droit international law material
aboriginal social realities,aboriginal law bulletin,journal,periodical australian legal law people bulletin status indigenous etc australia aboriginal law
aboriginal social realities,australian historical studies,journal,periodical historical zealand australia history new study australian
welfare law,australian feminist law journal,journal,woman periodical law legal law feminist journal status jurisprudence etc lawyer australia australian
telling tales introduction to digital storytelling,screen media arts: an introduction to concepts & practices,book,practice concept introduction direction art screen picture television motion production medium
welfare law,law institute journal,journal,journal law institute
introduction to psychology ii,journal of personality and social psychology,journal,periodical journal psychologie personality psychology riodiques social sociale pe
professional placement,the annals of the american academy of political and social science,journal,periodical science american science social academy political annals
introduction to psychology ii,australian and new zealand journal of psychiatry,journal,periodical journal zealand australia new psychiatry australian
sustainable business management,climate policy,journal,periodical climate pe riodiques change policy publication environmental government climatic
utilising philosophy in nursing practice,journal of medical ethics,journal,periodical journal ethic medical
professional development in education,teacher: the national education magazine,journal,periodical national private school australia education magazine teacher
unruly subjects citizenship,sexualities,journal,behavior periodical sexual ethic seksualiteit sexuality
trauma and resilience i,nursing research and practice,journal,periodical research practice nursing
stakeholder engagement,business horizons,journal,business periodical united economic state condition horizon general
visual arts studio studies i foundation,studies in art education,journal,periodical enseignement teach et riodiques tude study education e study pe art
integrated project,beginning qualitative research: a philosophic and practical guide,book,science science qualitative practical methodology social guide philosophic research begin
health promotion and primary health care,understanding health,book,health textbook australia promotion understand public
knowing with community,the australian journal of indigenous education,journal,periodical journal indigenous torres language study education strait australian islander
professional experience i enhancing student learning,australian journal of education,journal,periodical journal australia education australian
contemporary australian indigenous issues,journal of australian studies,journal,periodical journal civilization australia study australian intellectual life
issues of protection,child & family social work,journal,periodical child child service work welfare family social family
curriculum studies in early childhood,australasian journal of early childhood,journal,child periodical australasia childhood journal service early australasian education care
counselling theory and practice,clinical psychology: science and practice,journal,pathological psychotherapy periodical science psychology clinical practice
curriculum studies in early childhood,rapunzels supermarket: all about young children and their art,book,child child supermarket young artist rapunzels art
caring for kuntri indigenous environmental management,educational philosophy and theory,journal,periodical teach philosophy educational education theory
cultural and spiritual wellbeing,journal of advanced nursing,journal,periodical journal pflege advanced nursing
environment and development,natural resources forum,journal,forum periodical hulpbronnen natuurlijke natural power resource
exercise and cardiopulmonary health,journal of science and medicine in sport,journal,medicine periodical exercise science journal science sport sport aspect physiological
project management initiation and planning,project management journal,journal,project management projectmanagement journal
indigenous knowledge,learning communities: international journal of learning in social contexts,journal,periodical journal context community education professional social vocational international learn
human resource management,international journal of human resource management,journal,periodical journal resource personnel management capital human international
human resource management,harvard business review,journal,business periodical economic history review harvard commerce
indigenous knowledge,"heartsick for country: stories of love, spirit and creation",book,country story australian ethnic love land spirit tenure creation heartsick folklore aboriginal identity
research and evidence based practice,british journal of nursing,journal,periodical british journal britain great nursing
the sustainable hotel environment,journal of sustainable tourism,journal,periodical sustainable tourism journal social aspect environmental
"health systems, policies and practices",public management review,journal,periodical management review administration local public government
human resource management,personnel review,journal,periodical personnel management review employee relationship employer
rural and regional planning,australian planner,journal,periodical planning land planner regional australia australian use
visual arts studio studies iv,printmaking: a contemporary perspective,book,perspective technique printmaking contemporary design print druckgrafik art
emerging technology in business,systems analysis and design in a changing world,book,change computer system design system world analysis
exercise physiology for healthy individuals,research quarterly for exercise and sport,journal,periodical exercise physical training sport quarterly sport education research
nursing in the australian context,the lancet,journal,medicine periodical gastroenterology lancet
nursing in the australian context,bmj : british medical journal,journal,medicine periodical british journal britain bmj great medical
qualitative research methods for health,qualitative methods for health research,book,qualitative health method research public care medical
research for social work,reading and understanding research,book,reading methodology research understand
understanding the business environment,management decision,journal,periodical management riodiques publication decision pe
understanding the business environment,human resource management journal,journal,periodical hulpbronnen menselijke journal resource personnel management human
food and beverage operations,british food journal,journal,periodical trade british industry journal inspection adulteration food britain marketing great
english education iii issues,literacy in australia: pedagogies for engagement,book,exercise teach reading composition pedagogy australia english language art study literacy engagement primary
hospitality services management,in search of hospitality: theoretical perspectives and debates,book,industry debate philosophy search civilization theoretical perspective hospitality
midwifery continuity partnerships a,women and birth,journal,woman birth periodical midwifery midwife
ecological and environmental economics for sustainable development,forest ecology and management,journal,periodical forestry ecology management forest forest
criminology,the age,journal,newspaper melbourne victoria australia age australian vic
local government,sustainable development,journal,periodical sustainable economic development aspect environmental
leadership and advocacy in early childhood,contemporary issues in early childhood,journal,behavior child periodical child childhood electronic early contemporary work issue social journal
understanding the business environment,journal of managerial psychology,journal,behavior industrial periodical organizational journal psychology management psychological managerial aspect
"human growth, development and ageing",plos one,journal,9 n 0 r 1 c plo e one u
adult learning,new directions for adult and continuing education,journal,united periodical direction state continue adult education new
adult learning,american psychologist,journal,e american h r l g psychologist c p
indigenous case management,renal society of australasia journal,journal,periodical australasia renal kidney journal society disease urology
"peace, war and international politics",review of international political economy,journal,economy review international political
"peace, war and international politics",european journal of international relations,journal,relation journal politics world european international europe
"peace, war and international politics",prism,journal,periodical century 20th society prism australia poetry australian
"peace, war and international politics",annual review of political science,journal,periodical science annual riodiques review politique political pe
"peace, war and international politics",international security,journal,periodical militaire military nonproliferation security riodiques nuclear policy politique international pe
"peace, war and international politics",the globalization of world politics: an introduction to international relations,book,relation introduction politics world globalization international
"peace, war and international politics",foreign affairs,journal,relation periodical foreign century 20th politics world international affair bibliography
engaging with children and young people,australasian psychiatry,journal,australasia periodical psychiatry australasian
the australian health care system,australian journal of primary health,journal,periodical journal health australia australian care primary
organisational behaviour power and the human resource management activist,human resource management review,journal,periodical united state resource personnel management review human
culture and change implementation,leader to leader,journal,periodical organizational organization leader nonprofit change management leadership
organisational behaviour power and the human resource management activist,journal of management,journal,periodical business journal management general
midwifery internship,american journal of preventive medicine,journal,medicine american journal health geneeskunde social preventieve preventive care
public interest advocacy,annual review of sociology,journal,periodical sociology annual sociologie riodiques review pe
coral reefs on the edge,marine ecology,book,biotic ecology marine community animal fishery aspect environmental
doing social research,research methods: a practical guide for the social sciences,book,science practical methodology manual etc social method guide research handbook onderzoeksmethoden
coral reefs on the edge,coral reefs,book,reef ecology cifs coralliens coral
sensory cultures,new scientist,journal,periodical science technology new scientist
high acuity midwifery,international journal of mental health nursing,journal,periodical journal health zealand new australia international psychiatric mental nursing
midwifery continuity partnerships b,the australian,journal,newspaper sydney n w australia new wale australian south
environmental chemistry,land use policy,journal,use periodical government land policy policy serial government
global marketing,herald sun,journal,newspaper melbourne sun victoria herald australian vic
coastal marine ecosystems,austral ecology,journal,periodical austral ecology southern australia hemisphere
culture and change implementation,journal of world business,journal,business periodical journal personnel marketing management world
racism and eugenics,the guardian,journal,periodical century 18th 1714 politics guardian britain essay english great 1702 government
human resource management,journal of organizational behavior,journal,behavior industrial periodical organizational journal sociology psychology
human resource management,human resource development international,journal,periodical planning resource personnel manpower development management human international
allied health honours thesis i,research methods in education,book,britain education method research great
colonising histories,quadrant,journal,periodical literature history quadrant criticism australian
colonising histories,griffith review,journal,periodical literature communication change australia social griffith review aspect australian
allied health honours thesis i,evaluation in the face of uncertainty: anticipating surprise and responding to the inevitable,book,face uncertainty service action respond program reference social inevitable research surprise evaluation anticipate
allied health honours thesis i,do it yourself social research,book,science survey sociology social research
allied health honours thesis i,"practical program evaluation: assessing and improving planning, implementation, and effectiveness",book,assess effectiveness improve science planning practical methodology action program program social research evaluation implementation
allied health honours thesis i,basics of qualitative research: techniques and procedures for developing grounded theory,book,science develop statistical qualitative technique ground social method basic research theory procedure
allied health honours thesis i,"evaluation fundamentals: insights into the outcomes, effectiveness, and quality of health programs",book,effectiveness medical outcome quality health outcome assessment program fundamental insight public evaluation care
allied health honours thesis i,"principles of assessment and outcome measurement for occupational therapists and physiotherapists: theory, skills and application",book,physical therapist therapy skill application disability occupational assessment measurement physiotherapist theory outcome evaluation principle
allied health honours thesis i,systematic approaches to a successful literature review,book,literature systematic approach methodology successful review method research topic
ocean change biology,ecology letters,journal,ecology periodical letter zeitschrift
colonising histories,australian journal of politics & history,journal,c5 journal politics 430111 history australian 780199
allied health honours thesis i,social research methods: qualitative and quantitative approaches,book,science quantitative sociology qualitative approach methodology social method research
foundations to nursing,law for nurses and midwives,book,law legal nurse status midwife legislation etc australia law nursing
social work foundations for practice,british journal of social work,journal,periodical british journal service work social worker
social work foundations for practice,the economic and labour relations review,journal,industrial periodical relation economic condition economics australia labour review research
social work foundations for practice,guardian,journal,periodical century 18th 1714 politics guardian britain essay english great 1702 government
midwifery continuity partnerships d,archives of disease in childhood,journal,child periodical childhood disease disease pediatrics treatment practice archive
healthcare professional portfolio part a,journal of allied health,journal,periodical allied journal health paramedical personnel occupation education
healthcare professional portfolio part a,western journal of nursing research,journal,periodical west journal western research u nursing
entrepreneurship,sydney morning herald,journal,herald morning sydney
"hospitality history, politics and culture",the service industries journal,journal,periodical journal service economics britain industry great
graduate studies project part i of ii,singapore medical journal,journal,medicine periodical medical journal association singapore
advanced secondary curriculum pedagogy ii,educational researcher,journal,periodical educational researcher australia education research
criminal process,principles of criminal law,book,australia criminal law principle
poetics,english journal,journal,philology periodical teach journal english language secondary study
qualitative research methods,ssrn electronic journal,journal,ssrn electronic journal
religions and the state,current sociology,journal,sociology periodical current
qualitative research methods,business research methods,book,industrial business management bedrijfskunde method research onderzoeksmethoden
primary health care midwifery,bmc pregnancy and childbirth,journal,pregnancy periodical childbirth bmc
"the role of the midwife as leader, mentor and educator",action research,journal,periodical science service action recherche riodiques social sociales research sociaux pe
qualitative research methods,journal of clinical nursing,journal,periodical journal clinical care nursing
global social movements,sociological theory,journal,periodical sociology philosophy sociological theory
the big picture global media,international journal of cultural studies,journal,periodical teach journal cultural popular study culture study international
utilising research to promote quality in health care,australian journal of advanced nursing,journal,periodical journal australia advanced australian nursing
the big picture global media,youth studies australia,journal,periodical employment youth australia study
bioinformatics,nature,journal,nature science biology periodicas ciencia riodiques publicaciones pe
transition to the profession,review of educational research,journal,periodical united state educational education review research bibliography
the big picture global media,australian journal of communication,journal,intercultural periodical communication journal mass australian australia medium
"advanced research seminar in tourism, hospitality and events",planning research in hospitality and tourism,book,tourism industry planning hotel hospitality research
contemporary issues in accounting,business review weekly,journal,periodical business weekly economic condition australia review finance
teaching and supervision in a clinical setting,internal medicine journal,journal,medicine periodical journal australia internal
utilising research to promote quality in health care,how to read a paper: the basics of evidence-based medicine,book,medicine paper literature base read basic research evaluation evidence medical
"advanced research seminar in tourism, hospitality and events",the practice of social research,book,science methodology methodologie social research practice
export management,journal of the academy of marketing science,journal,periodical journal science marketing riodiques academy pe
bioinformatics,evolution,book,biology evolution biological
the big picture global media,television & new media,journal,periodical massamedia new television medium digital
curriculum specialisation music i,music educators journal,journal,music periodical journal educator study instruction
short story writing,how fiction works,book,fiction technique work history criticism
indigenous health promotion i,health promotion: principles and practice in the australian context,book,health australia education promotion context australian practice principle
learning and support frameworks,education for inclusion and diversity,book,child special disability diversity education inclusive inclusion
introduction to podiatry and pedorthics,sociology of health and illness,journal,medicine periodical sociology health illness social medical
exercise and musculoskeletal health,journal of physiological anthropology,journal,anthropology physical journal phenomenon physiological
strategic management for tourism and hospitality enterprises,tourism management,book,tourism ecotourism marketing management australia
international tourism systems,tourism recreation research,journal,periodical tourism toerisme research recreation
services marketing,international journal of service industry management,journal,periodical journal industry service management periodiques industry publication international
tourism and hospitality research and analysis,journal of vacation marketing,journal,periodical tourism industry journal zeitschrift marketing vacation hospitality
hot topics feature journalism,journalism,journal,periodical aspect e journalism conomique journalisme
professional experience i becoming a teacher,teaching challenges and dilemmas,book,teach dilemma textbook australia challenge
professional auditing,accounting horizons,journal,united accounting periodical state horizon research
international management,the leadership quarterly,journal,relation periodical interpersonal quarterly management leadership
quantitative research methods for health,nursing standard,journal,periodical britain standard great nursing
global perspectives in music,ethnomusicology,journal,music periodical musicology ethnomusicology
global perspectives in music,annual review of anthropology,journal,anthropology periodical annual riodiques review anthropologie pe
fisheries management,current biology,journal,biology periodical current
exercise biochemistry and drugs in sport,diabetologia,journal,periodical te diabetes diabe diabetologia riodiques pe
leading change in healthcare,british journal of healthcare management,journal,periodical british journal service health britain healthcare management administration great
contemporary hotel and tourism issues,tourism and hospitality research,journal,periodical tourism industry research hospitality
fisheries management,science,journal,periodical natuurwetenschappen science
hydrology,hydrology: an australian introduction,book,introduction australian hydrology australia runoff
marketing (online),journal of advertising research,journal,periodical journal publicite recherche riodiques research advertising reclame pe
marketing (online),journal of service research,journal,periodical journal service service customer industry research
human rights and indigenous peoples,indigenous law bulletin,journal,periodical australian legal law people bulletin status indigenous etc australia aboriginal law
evaluation for improved teaching and learning,discourse: studies in the cultural politics of education,journal,periodical cultural politics culturelle study education multicultural politique discourse
organisational change and development (online),leadership & organization development journal,journal,periodical organizational journal bedrijfsmanagement change development leadership organization
ecology,marine ecology progress series,journal,ecologie periodical mariene ecology marine series riodiques cologie e progress pe
entrepreneurship and marketing (online),the academy of management review,journal,industrial periodical management review academy
engineering management for a sustainable future,cradle to cradle: remaking the way we make things,book,industrial recycle cradle remake thing way waste etc management make design aspect environmental
evaluation of occupational therapy programs,introduction to research in the health sciences,book,medicine science health methodology introduction research design
strategic architecture of organisations,the academy of management executive,journal,periodical organizational change executive management executive academy
allied health honours seminar ii,the good research guide: for small-scale social research projects,book,scale science methodology manual etc good social guide research handbook project small
evaluation of occupational therapy programs,research methods in practice: strategies for description and causation,book,high strategy teach methodology graduate method research description study practice causation
managing digital enterprise (online),mckinsey on business technology,journal,business consultant mckinsey service consult management technology computer report
studying science,essential academic skills,book,high achievement skill academic essential education study
addiction and aboriginal communities,binan goonj: bridging cultures in aboriginal health,book,binan goonj australian culture condition health social aboriginal hygiene bridging care medical
contemporary issues in accounting theory,australian law reform commission reform journal,journal,reform periodical journal commission australian australia law
organisational change and development,the journal of management development,journal,periodical manager teach journal development training management executive middle study
organisational change and development,strategy & leadership,journal,leadership strategy
aboriginal community organisations ethics and sustainability,indiana business review,journal,periodical business economic indiana condition history review
disability and community practice,"psychiatry, psychology and law",journal,offender periodical ill forensic mentally psychology criminal psychiatry law
applied ethics and sustainability,case studies in business ethics,book,business wirtschaftsethik ethic study case
marketing,journal of marketing management,journal,periodical journal marketing management serial
tourism and hotel internship,a managers guide to self-development,book,business manager self success development executive management guide ability
marketing,marketing theory,journal,marketing riodiques theory algemeen pe
contemporary issues in accounting theory,australian financial accounting,book,accounting financial australia standard statement australian
employment and industrial relations law,mackens law of employment,book,law law employment legislation labor australia mackens
research methods for arts and social sciences,communications toolkit,book,toolkit skill communication work manual etc education handbook study group
foodservice operations,the cornell hotel and restaurant administration quarterly,journal,periodical hotel restaurant cornell quarterly management riodiques administration gestion pe
"hospitality history, politics and culture",journal of foodservice,journal,catering trade periodical industry journal food foodservice caterer industry
engineering for a sustainable future,academy of management review,journal,industrial periodical management review academy
 overseas aid and international development (oua) ,international sociology,journal,periodical sociology change social international
 overseas aid and international development (oua) ,critical social policy,journal,socialisme bien conomie du riodiques tre social critical policy e pe
 overseas aid and international development (oua) ,urban affairs review,journal,periodical urban planning stadto city review konomik welt affair
 overseas aid and international development (oua) ,community capacity building or state opportunism?,article,capacity community state opportunism building government
 overseas aid and international development (oua) ,journal of refugee studies,journal,periodical refugee journal chtling refugee study flu
 overseas aid and international development (oua) ,sustainable development: mapping different approaches,article,sustainable develop area people resource ecology approach indigenous anthropological technical development management different natural mapping aspect country assistance
 overseas aid and international development (oua) ,does fair trade make a difference? the case of small coffee producers in nicaragua,article,trade small coffee nicaragua difference fair case make producer
 overseas aid and international development (oua) ,from adjustment to sustainable development: the obstacle of free trade,article,trade sustainable adjustment obstacle development free
 overseas aid and international development (oua) ,world development,journal,periodical develop economic condition development history world 1990 country assistance
 overseas aid and international development (oua) ,poor economics: a radical rethinking of the way to fight global poverty,book,global radical prevention rethink develop economic fight way economics poor country assistance poverty
 practical methods of instruction ,journal of the learning sciences,journal,united periodical science journal state education learn
 practical methods of instruction ,encouraging workplace innovation using the world cafe model,article,planning workplace victoria cafe training regional encourage use australia education world innovation vocational model
 practical methods of instruction ,using group-based learning in higher education,book,high team enseignement base travail quipe education approach e en use group learn
 virtual environments for games and simulations ,computer graphics: principles and practice,book,processamento graphic grafico computer computer practice use principle
 crop and pasture science ,principles of plant genetics and breeding,book,agriculture technology breeding plant agronomy general engineering genetics principle
 crop and pasture science ,principles of field crop production,book,crop field australia production crop principle
 the impact on patient safety ,human factors: the journal of the human factors and ergonomics society,journal,periodical journal society factor human engineering ergonomics
 the impact on patient safety ,journal of nursing management,journal,business journal service management administration nursing
 global biosecurity ,animal conservation,journal,animal periodical biology conservation wildlife
 communication strategy and planning ,strategic communication: campaign planning,book,strategic campaign communication planning management
 finance law ,australian corporate law,book,legislation australian governance australia corporate law corporation
 finance law ,financial management: principles and applications,book,enterprise business application management australia finance financial corporation principle
 finance law ,everett and mccrackens banking and financial institutions law,book,banking everett mccrackens legislation australia financial institution law
" small, medium and large ",beyond the screen: emerging cinema and engaging audiences,book,innovation century industry audience emerge technological picture 21st picture history motion screen engage cinema beyond
 issues and practices ,mapping international education: a historical survey 1893-1944,article,humanity 1893 science survey heritage historical technology large education 1944 art mapping international
 issues and practices ,oxford review of education,journal,periodical oxford review education pedagogiek
 issues and practices ,journal of research in international education,journal,periodical journal riodiques education internationale e international ducation research pe
 issues and practices ,the sage handbook of research in international education,book,handbook state sage education research international
 popular music ,popular music,journal,music periodical popular muziek populaire musique
 communication research ,applied mass communication theory: a guide for media practitioners,book,communication mass philosophy practitioner psychology social guide research theory medium apply
 communication research ,international communication: a reader,book,reader communication mass technology globalization policy international medium
 international security studies ,international relations,book,relation international textbook
 pollution and its control ,introduction to environmental engineering,book,sanitary introduction engineering environmental
" primary curriculum iv (humanities and social science, science) ",getting beyond the facts: teaching social studies/social sciences in the twenty-first century,book,maatschappijleer united science teach state first century hochschule study fact social twenty get beyond
 the developing mind ,journal of experimental child psychology,journal,child periodical journal psychology experimental
 the developing mind ,psychological science,journal,periodical science psychologie psychology psychological
 web analytics ,"information, communication & society",journal,communication wide society internet web informationstechnik world information
 web analytics ,big data & society,journal,periodical science society methodology processing mining data social big research
 web analytics ,review of policy research,journal,periodical science riodiques social review sociales policy research pe
 web analytics ,international journal of communication,journal,periodical communication journal mass medium journalism international
 web analytics ,new media & society,journal,te socie society et behaviour informatietechnologie informatique new consumer medium
 web analytics ,how web tracking changes user agency in the age of big data: the used user,article,track virology parasitology infectious agency use disease web data change user big age
 managing strategic risk and projects ,the journal for quality and participation,journal,periodical quality journal circle association participation control
 managing strategic risk and projects ,international journal of project management,journal,periodical network planning journal project management international analysis
" politics, journalism and society ",people and their opinions: thinking critically about public opinion,book,united state opinion socialization think opinion people public political critically
 terrorism in a globalised world ,contemporary politics,journal,relation periodical politics contemporary diplomacy world general international government
 terrorism in a globalised world ,the british journal of politics and international relations,journal,foreign periodical relation 1945 british journal politics 1997 britain 2007 great international government
 ethics and global justice ,a companion to contemporary political philosophy,book,politische science filosofie philosophy contemporary politieke philosophie companion political
 consulting and freelancing ,transformations in business & economics,journal,transformation economics business
 consulting and freelancing ,"is your marketing material promoting your business, or trashing it?",article,effectiveness business promote organizational resilience trash marketing financial statement mislead material
 consulting and freelancing ,freelancing for dummies,book,freelance employ business dummy self economics career general
 consulting and freelancing ,the economics of self-employment and entrepreneurship,book,employ self entrepreneurship employment economics study managerial policy case government
 wellbeing ,scandinavian journal of caring sciences,journal,periodical science journal scandinavian therapeutic care nursing
 wellbeing ,can arts projects improve young peoples wellbeing? a social capital approach,article,tja09045 1835 2104 young people wellbeing indigenous 4270 social capital approach art project 10 improve
 wellbeing ,international journal of behavioral nutrition and physical activity,journal,periodical nutrition physical activity science journal diet international behavioral
 advanced criminal law ,the journal of criminal law,journal,periodical journal britain criminal great law
 advanced criminal law ,"international journal for crime, justice and social democracy",journal,periodical crime journal socialism administration criminal justice social international australian democracy
 advanced criminal law ,feminist legal studies,journal,woman periodical law legal sex feminist status etc feminism study law
 advanced criminal law ,australian & new zealand journal of criminology,journal,periodical journal zealand criminology australia new australian
 introduction to sustainable development (oua) ,confronting consumption,book,sustainable consumption development policy confront environmental
 applying mixed methods research to business ,management international review,journal,periodical management review international periodika
 applying mixed methods research to business ,journal of mixed methods research,journal,periodical science mixed journal method general research
 researching legal remedies ,an introduction to english legal history,book,legal introduction britain england english history great law
 developing strategic intelligence ,harvard business review digital,journal,business review harvard digital
 developing strategic intelligence ,australian journal of public administration,journal,periodical journal politics australia administration public australian government
 developing strategic intelligence ,administrative sciences,journal,strategic periodical science organizational planning sociology administration public administrative
 developing strategic intelligence ,international journal of productivity and performance management,journal,productivity performance journal kwaliteitszorg test riodiques management publication international pe
 torts ,law of torts,book,tort zealand new australia law
 introduction to research for educators ,the australian journal of teacher education,journal,periodical teach journal training australia education teacher australian teacher
 introduction to research for educators ,social research methods,book,science methodology methodologie social method research
 introduction to research for educators ,journal of early childhood research,journal,child periodical childhood journal early development psychology education research
 introduction to research for educators ,"educational research: planning, conducting, and evaluating quantitative and qualitative research",book,conduct quantitative methode planning qualitative methodology educational education evaluate research
 introduction to research for educators ,conducting research literature reviews: from the internet to paper,book,conduct paper literature methodology internet review research evaluation bibliography
