COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
aboriginal cultural strengths,stolen generations education aboriginal cultural strengths and social and emotional wellbeing,book,generation australian counsel steal strength emotional aboriginal link wellbeing social education corporation cultural australia qld
aboriginal social realities,transgressions critical australian indigenous histories,book,australian history literature colony indigenous colonization transgression australia critical historiography
aboriginal social realities,australian historical studies,journal,australian zealand history new study periodical historical australia
aboriginal social realities,aboriginal history,journal,australian riodiques ethnology ethnologie history aboriginal australie periodical pe australia
aboriginal social realities,inside story,journal,australian story 21st aboriginal social custom australia life century politics government cultural policy inside
aboriginal social realities,the international history review,journal,histoire history international review periodical internationale politiek
aboriginal social realities,the canadian journal of native studies,journal,inuit journal north america study canada periodical canadian indian native
aboriginal social realities,the australian journal of anthropology,journal,journal australian riodiques ethnology anthropology periodical pe anthropologie
aboriginal social realities,anthropology today,journal,periodical today ethnology anthropology
aboriginal social realities,cultural studies review,journal,civilization culture review study periodical cultural
aboriginal social realities,annual review of anthropology,journal,riodiques annual review anthropology periodical pe anthropologie
aboriginal social realities,journal of australian studies,journal,civilization journal australian study periodical life intellectual australia
aboriginal social realities,international review for the sociology of sport,journal,zeitschrift sociology international sport social review periodical aspect
aboriginal social realities,aboriginal law bulletin,journal,law australian status bulletin aboriginal legal indigenous periodical etc people australia
aboriginal social realities,australian journal of politics and history,journal,journal australian history political periodical science politics government australia
aborigines torres strait islanders and contemporary legal issues,crime and justice bulletin,journal,law crime criminology bulletin enforcement justice
aborigines torres strait islanders and contemporary legal issues,australian and new zealand journal of criminology,journal,journal australian criminology zealand new periodical australia
aborigines torres strait islanders and contemporary legal issues,indigenous legal issues commentary and materials,book,law australian status title issue material aboriginal legal indigenous commentary etc native intellectual property
aborigines torres strait islanders and contemporary legal issues,indigenous law bulletin,journal,law australian status bulletin aboriginal legal indigenous periodical etc people australia
aborigines torres strait islanders and contemporary legal issues,trends issues in crime and criminal justice,journal,crime issue trend justice criminal
aborigines torres strait islanders and contemporary legal issues,laying down the law,book,law research legal lay australia
academic business skills for postgraduates,the study skills handbook,book,handbooks manual research study skill etc handbook
academic business skills for postgraduates,stanford social innovation review,journal,business nonprofit social review organization periodical management responsibility innovation aspect stanford
academic business skills for postgraduates,ethical misconduct and the global financial crisis,article,pacific measure asia ethical global area crisis corporation financial misconduct security
academic business skills for postgraduates,european management journal,journal,journal european periodical europe management
academic business skills for postgraduates,skills development for business and management students study and employability,book,business study skill development science management communication student employability
academic business skills for postgraduates,essential academic skills,book,high study skill education achievement essential academic
academic business skills for postgraduates,a guide to learning independently,book,handbooks manual guide study skill etc student independently college learn orientation
academic business skills for postgraduates,the myth of csr,article,law csr myth
academic business skills for postgraduates,study skills for international postgraduates,book,globalization postgraduate international study skill education student graduate
academic business skills for postgraduates,economic affairs,journal,great economics history condition 1945 affair periodical britain economic
academic business skills for postgraduates,business ethics a european review,journal,european business europa review periodical europe ethic
academic business skills for postgraduates,academic culture a students guide to studying at university,book,handbooks manual culture guide environment study skill etc student academic university
academic learning skills,academic culture a students guide to studying at university,book,handbooks manual culture guide environment study skill etc student academic university
academic learning skills,communication skills guidebook,book,guidebook skill education student communication write college report
academic learning skills,what do commencing undergraduate students expect from first year university,article,year commence school expect undergraduate support secondary student first university
academic learning skills,damned lies and statistics untangling numbers from the media politicians and activists,book,problem untangle statistic sociology number social lie indicator statistical medium activist damn method politician
academic learning skills,the international journal of the first year in higher education,journal,journal year high teach international education student first college orientation
academic learning skills,critical thinking a concise guide,book,reason concise teach guide study thinking critical
academic learning skills,the serious need for play,article,educational serious need play technology compute
academic learning skills,what you think is right may actually be wrong heres why,article,right think may actually here wrong
academic learning skills,eats shoots leaves the zero tolerance approach to punctuation,book,language english punctuation shoot leaf tolerance approach eat zero humor
academic learning skills,the conversation,journal,conversation newspaper colleges international economic relation organization university
academic learning skills,writing without teachers,book,language program rhetoric instruction programmed teacher english write without report
academic learning skills,scientific american,journal,scientific american periodical technology science
academic learning skills,the art of game design a book of lenses,book,design lens conception jeux book ordinateur computerspiel computer art game
academic learning skills,group genius the creative power of collaboration,book,problem work power group creative collaboration think solve aspect art psychological genius
academic learning skills,the elements of reasoning,book,reason teach rhetoric study thinking element critical
academic learning skills,messages an introduction to communication,book,language social study medium introduction communication art message discipline
academic learning skills,survive and thrive skills for your first year at university,book,handbooks manual year study skill etc student survive first college university australia orientation thrive
academic learning skills oua,the international journal of the first year in higher education,journal,journal year high teach international education student first college orientation
academic learning skills oua,academic culture a students guide to studying at university,book,handbooks manual culture guide environment study skill etc student academic university
academic learning skills oua,eats shoots leaves the zero tolerance approach to punctuation,book,language english punctuation shoot leaf tolerance approach eat zero humor
academic learning skills oua,the elements of reasoning,book,reason teach rhetoric study thinking element critical
academic learning skills oua,survive and thrive skills for your first year at university,book,handbooks manual year study skill etc student survive first college university australia orientation thrive
academic learning skills oua,damned lies and statistics untangling numbers from the media politicians and activists,book,problem untangle statistic sociology number social lie indicator statistical medium activist damn method politician
academic learning skills oua,the art of game design a book of lenses,book,design lens conception jeux book ordinateur computerspiel computer art game
academic learning skills oua,critical thinking a concise guide,book,reason concise teach guide study thinking critical
academic learning skills oua,what you think is right may actually be wrong heres why,article,right think may actually here wrong
academic learning skills oua,group genius the creative power of collaboration,book,problem work power group creative collaboration think solve aspect art psychological genius
academic learning skills oua,writing without teachers,book,language program rhetoric instruction programmed teacher english write without report
academic learning skills oua,what do commencing undergraduate students expect from first year university,article,year commence school expect undergraduate support secondary student first university
academic learning skills oua,scientific american,journal,scientific american periodical technology science
academic learning skills oua,communication skills guidebook,book,guidebook skill education student communication write college report
academic learning skills oua,the conversation,journal,conversation newspaper colleges international economic relation organization university
academic skills for business,the study skills handbook,book,handbooks manual research study skill etc handbook
academic skills for business,essential academic skills,book,high study skill education achievement essential academic
academic skills for business,academic culture a students guide to studying at university,book,handbooks manual culture guide environment study skill etc student academic university
academic skills for business,communications toolkit,book,handbooks manual work group study skill education etc communication toolkit
academic skills for business,a guide to learning independently,book,handbooks manual guide study skill etc student independently college learn orientation
academic skills for business,skills development for business and management students study and employability,book,business study skill development science management communication student employability
academic skills for business,communication skills,book,interview position skill negotiation application communication employment
academic writing,what is this thing called science,book,australian science thing call philosophy
academic writing,the english journal,journal,journal teach language secondary philology english study periodical
academic writing,the british journal of sociology,journal,british journal sociology sociologie periodical
academic writing,the telegraph,journal,telegraph melton newspaper vic
academic writing,essential skills for science and technology,book,high teach study skill essential technology science
academic writing,making the grade a guide to successful communication and study,book,guide study successful skill achievement education make communication grade academic
academic writing,introducing english grammar,book,language grammar english englisch introduce grammatik
academic writing,eats shoots leaves the zero tolerance approach to punctuation,book,language english punctuation shoot leaf tolerance approach eat zero humor
academic writing,academic culture a students guide to studying at university,book,handbooks manual culture guide environment study skill etc student academic university
academic writing,environmental and resource economics,journal,riodiques resource economics conomique periodical environmental e gouvernementale pe environnement aspect policy politique economic
academic writing,essential academic skills,book,high study skill education achievement essential academic
academic writing,smart thinking skills for critical understanding and writing,book,language rhetoric understanding english skill writing think thinking smart critical
academic writing,folk devils and moral panics,book,behavior devil great study moral folk adult britain deviant case panic young subculture
accommodation operations,tourism economics,journal,periodical tourism economics
accommodation operations,international journal of contemporary hospitality management,journal,journal international contemporary publication periodiques periodical management industry hospitality
accommodation operations,harvard business review,journal,business history commerce review periodical harvard economic
accommodation operations,cornell hospitality quarterly,journal,riodiques quarterly cornell gestion periodical ho industry hospitality pe tels restaurant
accommodation operations,in search of hospitality theoretical perspectives and debates,book,civilization theoretical debate industry search hospitality perspective philosophy
accommodation operations,journal of travel tourism marketing,journal,journal travel tourism periodical tourismusmarketing marketing
accommodation operations,international journal of hospitality management,journal,journal service hotel international periodical food management hospitality restaurant
accommodation operations,the service industries journal,journal,journal service great economics periodical britain industry
accommodation operations,hospitality a social lens,book,culture tourism lens social relation industry public hospitality
accounting for managers,accounting business reporting for decision making,book,business account making textbooks make decision accounting report
accounting for managers,accounting information for business decisions,book,business textbook account plan decision accounting information
accounting for managers,accounting for managers,book,accounting manager managerial account
accounting for managers,accounting what the numbers mean,book,textbook number account managerial mean accounting
accounting for managers,contemporary accounting,book,problem account textbooks contemporary etc exercise accounting australia
accounting for managers,finance for executives managing for value creation,book,business creation finance executive managerial enterprise value manage corporation accounting
accounting for managers,accounting an introduction,book,problem statement account etc exercise accounting financial introduction
accounting theory and accountability,contemporary issues in accounting,book,australian issue account contemporary finance accounting
accounting theory and accountability,ethics governance accountability a professional perspective,book,corporate professional business accountability textbooks governance ethic perspective
accounting theory and accountability,accounting theory and governance,book,governance theory account
accounting theory and accountability,accounting theory,book,accounting theory australia account
accounting theory and accountability,financial accounting theory,book,teach studier account theory study och undervisning redovisning accounting financial
acquisition of human resources,management research news,journal,news research management
acquisition of human resources,personnel psychology,journal,riodiques direction occupational periodical management pe psychology personnel
acquisition of human resources,human resource management review,journal,state resource united review human periodical management personnel
acquisition of human resources,international journal of selection and assessment,journal,journal occupation interview occupational international selection prediction periodical employment personality success assessment
acquisition of human resources,the validity and utility of selection methods in personnel psychology practical and theoretical implications of 85 years of research findings,article,year research finding performance selection validity theoretical development management method implication psychology practical utility personnel competency 85
acquisition of human resources,frontiers in psychology,journal,periodical science psychology cognitive frontier
acquisition of human resources,journal of applied psychology,journal,journal periodical apply psychology applied
acquisition of human resources,the big five personality dimensions and job performance a meta analysis,article,job performance analysis meta five big personality dimension
acquisition of human resources,handbook of principles of organizational behavior indispensable knowledge for evidence based management,book,organisationsverhalten indispensable behavior evidence organisationspsykologi principle organizational knowledge management base handbook
acquisition of human resources,organizational behavior and human decision processes,journal,riodiques process behavior psychologie travail du industrial organizational human periodical decision pe psychology
acquisition of human resources,canadian psychology psychologie canadienne,journal,riodiques psychologie canada periodical canadian pe psychology canadienne
acquisition of human resources,human resource selection,book,se seleccio resource selection empleados lection human employee nombramiento n personnel
acquisition of human resources,psychological bulletin,journal,bulletin psychologie periodical psychology psychological
acute mental health,international journal of nursing studies,journal,journal riodiques pe soins international study periodical nursing infirmiers nurse
acute mental health,american journal of psychiatry,journal,journal american psychiatry health others science psychology general
acute mental health,issues in mental health nursing,journal,issue disorder health periodical nursing psychiatric nurse mental
acute mental health,european journal of psychotraumatology,journal,journal european psychotraumatology
acute mental health,the lancet,journal,periodical gastroenterology medicine lancet
acute mental health,schizophrenia research,journal,research disorder periodical schizophrenia personality schizotypal
acute mental health,international journal of mental health nursing,journal,journal zealand health new international periodical nursing psychiatric nurse australia mental
acute mental health,american journal of preventive medicine,journal,journal american health social care geneeskunde medicine preventieve preventive
acute mental health,nursing research and practice,journal,research periodical nursing nurse practice
acute mental health,ethical human psychology and psychiatry,journal,professional ethical health human moral periodical ethic psychology aspect personnel mental psychiatry
acute mental health,psychological medicine,journal,riodiques psychiatrie periodical clinical pe psychology medicine psychological psychiatry
acute mental health,world psychiatry,journal,world disorder periodical mental psychiatry
acute mental health,bmc psychiatry,journal,disorder bmc periodical neurology mental psychiatry
acute mental health,public health reports,journal,state health united periodical public report
acute mental health,health economics,journal,service medical health economics periodical
acute mental health,british journal of psychiatry,journal,british journal periodical pathological psychology psychiatry
acute mental health,journal of medical ethics,journal,ethic periodical medical journal
acute mental health,australian new zealand journal of psychiatry,journal,journal australian zealand new psychiatry
addiction and aboriginal communities,american journal on addictions,journal,treatment american journal disorder abuse addiction periodical therapy relate substance
addiction and aboriginal communities,addictive behaviors,journal,alcoholism behavior addictive nicotine addiction periodical drug
addiction and aboriginal communities,binan goonj bridging cultures in aboriginal health,book,australian medical culture health aboriginal goonj social condition hygiene care bridge binan
addiction and aboriginal communities,alcohol research current reviews,journal,research current review alcohol
addiction and aboriginal communities,addiction research,journal,research disorder behavior abuse addictive addiction periodical relate substance
addiction and aboriginal communities,alternative law journal,journal,law alternative journal social periodical reform aspect australia
addiction and aboriginal communities,drug and alcohol review,journal,alcoholism treatment abuse review periodical drug alcohol prevention
adolescent health and development,health promotion international,journal,periodical international promotion health
adolescent health and development,digital storytelling a meaningful technology integrated approach for engaged student learning,article,meaningful integrate storytelling engage approach student technology center digital learn constructivist learning
adolescent health and development,advances in mental health,journal,service health periodical advance australia mental illness
adolescent health and development,a learning design for student generated digital storytelling,article,continue evaluation professional design storytelling education survey student digital learn generate
adolescent health and development,young peoples wellbeing contradictions in managing the healthy self,article,status change health wellbeing social people healthy contradiction manage child welfare self young
adolescent health and development,teachers college record 1970,journal,riodiques teacher college record education periodical e pe ducation 1970
adolescent health and development,challenges and choices kit early adolescence resource for resilience drug and road safety education,book,kit adolescence resource road safety dialogue integration education challenge drug resilience early choice
adolescent health and development,being healthy young new zealanders ideas about health,article,physical zealand training health nutrition new ideas education zealander child healthy young
adolescent health and development,review of research in education,journal,research state united review education periodical
adolescent health and development,identity as an analytic lens for research in education,article,research analytic identity lens 3304 education mathematics 2600
adolescent health and development,australian new zealand journal of psychiatry,journal,journal australian zealand new psychiatry
adolescent health and development,health physical education issues for curriculum in australia and new zealand,book,physical issue zealand curriculum health new plan education australia assessment
adolescent health and development,education treatment of children,journal,treatment research state educational united education periodical child psychology
adolescent health and development,teaching health and physical education in australian schools,book,australian school teach physical training health study hygiene education child australia
adolescent health and development,an empirical model for school health promotion the western australian school health project model,article,australian school project sociology health model western digital empirical promotion
adolescent health and development,journal of child psychology and psychiatry,journal,journal periodical child psychology psychiatry
adolescent health and development,the journal of school nursing,journal,journal service school health periodicals nursing nurse
adolescent health and development,the changing context of australian youth and its implications for social inclusion,article,inclusion australian change youth context social integration education implication australia
adolescent health and development,advocating for a harm minimization approach to drug education in australian schools,article,australian school minimization harm advocate four education approach drug digit 1110
adolescent health and development,brain and cognition,journal,periodical brain cognition disorder
adolescent health and development,learning media and technology,journal,unterrichtsmittel riodiques en le te education medium e technology pe learn television ducation vision audiovisuelles
adolescent health and development,procedia social and behavioral sciences,journal,behavioral social periodical procedia science
adolescent health and development,current directions in psychological science,journal,psychologie direction current science psychological
adolescent health and development,educational technology research and development,journal,research educational system education periodical development technology instructional
adolescent health and development,childrenz issues journal of the childrens issues centre,journal,journal childrenz issue zealand new periodical child childrens welfare centre
adolescent health and development,youth society exploring the social dynamics of youth experience,book,explore youth social condition society dynamic experience class australia
adolescent health and development,youth studies australia,journal,youth study periodical employment australia
adult learning in education and work,teaching and teacher education,journal,teach teacher leertheorie training education
adult learning in education and work,teaching for quality learning at university what the student does,book,teach rating quality student college learn university
adult learning in education and work,new directions for adult and continuing education,journal,continue state direction united unite new education periodical adult
adult learning in education and work,a guide to authentic e learning,article,continue internet instruction guide authentic education assist e computer learning
adult learning in education and work,british journal of nursing,journal,british journal great periodical britain nursing nurse
advanced business analysis and design,essential business process modeling,book,process business data modeling plan system processing essential management information
advanced business analysis and design,ieee software,journal,program periodical electronic software computer ieee
advanced business analysis and design,communications of the acm,journal,acm data periodical processing electronic communication computer
advanced business analysis and design,learning uml 2 0,book,2 uml development software science computer 0 learn
advanced business analysis and design,where now for development methodologies,article,tertiary community achievement education methodology development
advanced business analysis and design,choice of software development methodologies do organizational project and team characteristics matter,article,research project matter characteristic methodology organizational development software team action australia choice
advanced business analysis and design,process aware information systems bridging people and software through process technology,book,bridge process aid engineering human system aware development people software tool technology computer information interaction
advanced business analysis and design,introducing systems development,book,[ design analysis system ] development introduce information mesh
advanced business analysis and design,system development methodology usage in industry a review and analysis,article,great test review analysis system methodology development britain method public usage industry transport
advanced business analysis and design,designing interactive systems a comprehensive guide to hci and interaction design,book,interface comprehensive guide design hci human system interactive user computer interaction
advanced business analysis and design,uml distilled a brief guide to the standard object modeling language,book,language guide brief modeling uml distil development standard orient science method computer software object
advanced business analysis and design,quantitative methods for software selection and evaluation,article,service evaluation analysis involvement selection sentiment software method user quantitative
advanced business analysis and design,journal of information systems applied research,journal,journal research periodicals storage system retrieval periodical technology management apply information
advanced coastal biogeochemistry,frontiers in ecology and the environment,journal,ecology environment periodical environmental science frontier
advanced coastal biogeochemistry,marine chemistry,journal,oceanography periodical chemistry marine chemical
advanced coastal biogeochemistry,science,journal,periodical science natuurwetenschappen
advanced coastal biogeochemistry,treatise on estuarine and coastal science,book,ecology estuarine coast coastal science treatise
advanced coastal biogeochemistry,current biology,journal,periodical current biology
advanced coastal biogeochemistry,annual review of marine science,journal,annual review periodical science marine
advanced coastal biogeochemistry,continental shelf research,journal,periodical continental shelf research
advanced coastal biogeochemistry,global biogeochemical cycles,journal,journal biogeochemical global access cycle online periodical regional
advanced coastal biogeochemistry,marine ecology progress series,journal,riodiques ecology ecologie periodical e marine cologie pe series mariene progress
advanced counselling practice,the basics of psychotherapy an introduction to theory and practice,book,practice history psychotherapy theory psychological model basic introduction
advanced counselling practice,pragmatic case studies in psychotherapy,journal,psychotherapy study periodical pragmatic case
advanced counselling practice,bergin and garfields handbook of psychotherapy and behavior change,book,research behavior change psychotherapy bergin handbook garfield psychology general
advanced counselling practice,psychotherapy relationships that work evidence based responsiveness,book,work relationship evidence patient psychotherapy responsiveness psychotherapist base
advanced counselling practice,journal of counseling psychology,journal,journal counsel counseling periodical apply psychology
advanced counselling practice,loves executioner and other tales of psychotherapy,book,executioner existential psychotherapy love study case tale
advanced counselling practice,clinical psychology psychotherapy,journal,periodical psychotherapy clinical psychology
advanced counselling practice,journal of clinical psychology,journal,journal periodical clinical psychology psychiatry
advanced counselling practice,publication manual of the american psychological association,book,manual handbooks american association publishing literature social publication etc authorship science psychology publish psychological handbook
advanced counselling practice,health sciences literature review made easy the matrix method,book,information health literature easy review storage retrieval system make abstract science method matrix medicine index
advanced counselling practice,motivational interviewing helping people change,book,treatment change abuse interview remotivation interviewing therapy people help substance motivational psychiatry
advanced counselling practice,journal of counseling development,journal,journal counseling development
advanced counselling practice,diagnostic and statistical manual of mental disorders dsm 5,book,manual disorder classification diagnosis statistical diagnostic dsm 5 mental illness
advanced counselling practice,canadian psychology,journal,riodiques psychologie canadian periodical pe psychology
advanced counselling practice,professional psychology research and practice,journal,research professional periodical clinical apply psychology practice
advanced counselling practice,psychotherapy,journal,treatment psychotherapy periodical mental illness
advanced criminal law,sexual health,journal,disorder hiv health periodical infection sexual
advanced criminal law,criminal law journal,journal,law journal riodiques droit nal criminal pe australia
advanced criminal law,iowa law review,journal,law iowa review etc digest report
advanced criminal law,feminist theory,journal,periodical theory feminism feminist
advanced criminal law,australian new zealand journal of criminology,journal,journal australian criminology zealand new
advanced criminal law,law quarterly review,journal,law droit great ue ce review periodical britain quarterly
advanced criminal law,university of western australia law review,journal,law review western periodical australia university
advanced criminal law,criminal law review,journal,law review criminal
advanced criminal law,australian law journal,journal,law australian journal periodical etc digest australia report
advanced criminal law,sexualities,journal,behavior seksualiteit periodical sexuality sexual ethic
advanced criminal law,behavioral sciences the law,journal,law gislation state droit riodiques health behavioral united sante le periodical science forensic pe psychology mentale mental
advanced criminal law,the modern law review,journal,law great review periodical britain modern
advanced criminal law,criminal law and philosophy,journal,law periodical strafrecht criminal philosophy
advanced criminal law,journal of adolescent health,journal,journal health periodical medicine adolescent
advanced criminal law,current issues in criminal justice,journal,criminology issue administration current periodical justice australia criminal
advanced criminal law,journal of law and society,journal,law journal great sociological society periodical britain jurisprudence
